"pvalue" "padj" "gene_biotype" "external_gene_name" "Cluster"
"FBgn0000119" 0.466951618385308 0.837082390295795 "protein_coding" "arr" NA
"FBgn0000120" 4.47827674668491e-12 4.94875317731365e-10 "protein_coding" "Arr1" 5
"FBgn0000139" 0.0357978882822176 0.20497968906804 "protein_coding" "ash2" NA
"FBgn0000140" 0.000253009067529539 0.00460340501604943 "protein_coding" "asp" 1
"FBgn0000146" 0.200616699374504 0.578170439583928 "protein_coding" "aub" NA
"FBgn0000147" 0.0106025630758751 0.0847435990019677 "protein_coding" "aurA" 1
"FBgn0000150" 0.960840626427007 0.999487308163372 "protein_coding" "awd" NA
"FBgn0000152" 0.551463329158127 0.886586823785359 "protein_coding" "Axs" NA
"FBgn0000163" 0.824789555786807 0.979091935044039 "protein_coding" "baz" NA
"FBgn0000173" 0.950604507189938 0.999487308163372 "protein_coding" "ben" NA
"FBgn0000180" 0.000178065817195407 0.00350045480722544 "protein_coding" "bib" 1
"FBgn0000181" 0.446183937788857 0.824700707586315 "protein_coding" "bic" NA
"FBgn0000183" 0.557503760067567 0.888715163205039 "protein_coding" "BicD" NA
"FBgn0000212" 0.203632889537674 0.581618122404991 "protein_coding" "brm" NA
"FBgn0000221" 0.901852765402455 0.994610547707426 "protein_coding" "brn" NA
"FBgn0000228" 0.603693782815873 0.907491884013507 "protein_coding" "Bsg25D" NA
"FBgn0000229" 0.17085031010002 0.531109683044764 "protein_coding" "bsk" NA
"FBgn0000239" 0.879423912729517 0.990576169891306 "protein_coding" "bur" NA
"FBgn0000241" 0.07014637964846 0.319010072819439 "protein_coding" "bw" NA
"FBgn0000244" 0.778674244347413 0.968677188009651 "protein_coding" "by" NA
"FBgn0000246" 0.495743041067179 0.853159713885901 "protein_coding" "c(3)G" NA
"FBgn0000247" 0.821020332980519 0.979091935044039 "protein_coding" "ca" NA
"FBgn0000250" 0.71369886567371 0.950488004266423 "protein_coding" "cact" NA
"FBgn0000251" 0.0411494802027935 0.224396541502925 "protein_coding" "cad" NA
"FBgn0000253" 0.802104657661346 0.975513495098821 "protein_coding" "Cam" NA
"FBgn0000256" 0.555038203016006 0.888143579477448 "protein_coding" "capu" NA
"FBgn0000257" 0.607050540515447 0.908931966815778 "protein_coding" "car" NA
"FBgn0000259" 0.755995605409279 0.962124152704082 "protein_coding" "CkIIbeta" NA
"FBgn0000261" 0.00084897729907961 0.012643491501882 "protein_coding" "Cat" 6
"FBgn0000273" 0.218131154963834 0.599860676150543 "protein_coding" "Pka-C1" NA
"FBgn0000276" 0.000931605680734241 0.0134853627777571 "protein_coding" "CecA1" 7
"FBgn0000279" 0.170527471855414 0.530738463715749 "protein_coding" "CecC" NA
"FBgn0000283" 0.779037715994341 0.968677188009651 "protein_coding" "Cp190" NA
"FBgn0000286" 0.364560903454301 0.75617875421999 "protein_coding" "Cf2" NA
"FBgn0000289" 0.789293453059236 0.971691443603278 "protein_coding" "cg" NA
"FBgn0000299" 0.37915957332083 0.76790396838139 "protein_coding" "Col4a1" NA
"FBgn0000307" 0.631020010458523 0.920022199051901 "protein_coding" "chif" NA
"FBgn0000308" 0.409954352985172 0.798057815221044 "protein_coding" "chic" NA
"FBgn0000316" 0.411374922489862 0.799304467424724 "protein_coding" "cin" NA
"FBgn0000317" 0.193852169477514 0.568199621145371 "protein_coding" "ck" NA
"FBgn0000318" 0.809604940885173 0.976197833490103 "protein_coding" "cl" NA
"FBgn0000319" 0.867968038772529 0.988584850700047 "protein_coding" "Chc" NA
"FBgn0000326" 0.222557113506864 0.604664375151231 "protein_coding" "clt" NA
"FBgn0000330" 0.951846010936506 0.999487308163372 "protein_coding" "cm" NA
"FBgn0000339" 0.332594666812142 0.731985182210568 "protein_coding" "cni" NA
"FBgn0000346" 0.933355443987683 0.999487308163372 "protein_coding" "comt" NA
"FBgn0000352" 0.974920596306469 0.999487308163372 "protein_coding" "cos" NA
"FBgn0000355" 0.870185674197108 0.989055387151425 "protein_coding" "Cp15" NA
"FBgn0000357" 4.00137419658984e-05 0.000996611697565148 "protein_coding" "Cp18" 3
"FBgn0000359" 0.662725889377617 0.933682107338278 "protein_coding" "Cp36" NA
"FBgn0000370" 0.268155591728027 0.661886484948203 "protein_coding" "crc" NA
"FBgn0000376" 0.382127220271012 0.771022138627148 "protein_coding" "crm" NA
"FBgn0000377" 0.901307438669674 0.994610547707426 "protein_coding" "crn" NA
"FBgn0000382" 0.506620250769551 0.86114693969209 "protein_coding" "csw" NA
"FBgn0000384" 0.943895948155315 0.999487308163372 "protein_coding" "cta" NA
"FBgn0000392" 0.11467130021845 0.421264761291625 "protein_coding" "cup" NA
"FBgn0000394" 0.211667929105296 0.592379736343379 "protein_coding" "cv" NA
"FBgn0000395" 0.0188063918079481 0.128686584228906 "protein_coding" "cv-2" NA
"FBgn0000404" 5.07866788196708e-07 2.26530729783625e-05 "protein_coding" "CycA" 1
"FBgn0000405" 0.000819886590277111 0.0122970197799129 "protein_coding" "CycB" 1
"FBgn0000406" 0.174270306349411 0.535796202508232 "protein_coding" "Cyt-b5-r" NA
"FBgn0000412" 0.90738756117056 0.996711325310469 "protein_coding" "D1" NA
"FBgn0000414" 0.235550728308965 0.62145573599407 "protein_coding" "Dab" NA
"FBgn0000416" 0.240004283276455 0.625708810144925 "protein_coding" "Sap-r" NA
"FBgn0000422" 0.00610539881288149 0.057602850036352 "protein_coding" "Ddc" 3
"FBgn0000426" 0.841992700463992 0.983560570765969 "protein_coding" "SmF" NA
"FBgn0000427" 0.00581530727952901 0.0555197261026732 "protein_coding" "dec-1" 6
"FBgn0000442" 0.170401709002349 0.53051879221133 "protein_coding" "Pkg21D" NA
"FBgn0000447" 0.60432260742717 0.907761460380659 "protein_coding" "Dhod" NA
"FBgn0000448" 0.609929502586924 0.909268298776823 "protein_coding" "Hr3" NA
"FBgn0000451" 0.129228135833757 0.452934487023601 "protein_coding" "ect" NA
"FBgn0000454" 0.357839405201002 0.750822357399047 "protein_coding" "Dip-B" NA
"FBgn0000455" 0.0761018291966736 0.334016613371682 "protein_coding" "Dip-C" NA
"FBgn0000459" 0.841677226011803 0.983457079591331 "protein_coding" "disco" NA
"FBgn0000463" 0.000438881920241145 0.0073253659395805 "protein_coding" "Dl" 1
"FBgn0000464" 0.0929781895185099 0.374640533961004 "protein_coding" "Lar" NA
"FBgn0000473" 0.0131263210613876 0.098745266576041 "protein_coding" "Cyp6a2" 6
"FBgn0000477" 0.00996196854376149 0.081788527395152 "protein_coding" "DNaseII" 2
"FBgn0000479" 0.233191624899214 0.618797759255048 "protein_coding" "dnc" NA
"FBgn0000482" 0.969040796747175 0.999487308163372 "protein_coding" "dor" NA
"FBgn0000489" 0.499987952317625 0.856231594866698 "protein_coding" "Pka-C3" NA
"FBgn0000490" 0.0395561818519309 0.218936748603606 "protein_coding" "dpp" NA
"FBgn0000499" 0.961427008970915 0.999487308163372 "protein_coding" "dsh" NA
"FBgn0000504" 0.7423640840489 0.957812268478221 "protein_coding" "dsx" NA
"FBgn0000520" 0.997163419754414 0.999487308163372 "protein_coding" "dwg" NA
"FBgn0000524" 0.832943010333913 0.981775560743169 "protein_coding" "dx" NA
"FBgn0000533" 0.153142680575066 0.499852089502317 "protein_coding" "ea" NA
"FBgn0000536" 0.142445879813036 0.47990015814114 "protein_coding" "eas" NA
"FBgn0000541" 0.378200887631931 0.767217728864184 "protein_coding" "E(bx)" NA
"FBgn0000542" 0.889523692474256 0.993342706196294 "protein_coding" "ec" NA
"FBgn0000543" 0.272376267173343 0.668187147896025 "protein_coding" "ecd" NA
"FBgn0000546" 0.69180478885638 0.945803345608014 "protein_coding" "EcR" NA
"FBgn0000547" 0.700173900957592 0.947083014711127 "protein_coding" "ed" NA
"FBgn0000557" 0.000921462952164235 0.0134081042647833 "protein_coding" "eEF1alpha2" 6
"FBgn0000559" 0.00177216271223444 0.0225430921204849 "protein_coding" "eEF2" 4
"FBgn0000562" 0.887633804357632 0.993339693907409 "protein_coding" "egl" NA
"FBgn0000565" 0.0373946414383229 0.211105157244883 "protein_coding" "MsrA" NA
"FBgn0000566" 0.0197510136334849 0.132880507398407 "protein_coding" "Eip55E" NA
"FBgn0000567" 0.00794826489621476 0.0695743285376654 "protein_coding" "Eip74EF" 1
"FBgn0000568" 0.656837443786194 0.932078994031066 "protein_coding" "Eip75B" NA
"FBgn0000575" 0.878195775943655 0.990576169891306 "protein_coding" "emc" NA
"FBgn0000578" 0.0293930433960525 0.176725903195527 "protein_coding" "ena" NA
"FBgn0000579" 0.122751837607422 0.438389713120522 "protein_coding" "Eno" NA
"FBgn0000581" 0.323146791879039 0.72319501695239 "protein_coding" "E(Pc)" NA
"FBgn0000588" 0.157237395321196 0.506655755608787 "protein_coding" "esc" NA
"FBgn0000592" 0.120218564646413 0.433526361781927 "protein_coding" "Est-6" NA
"FBgn0000611" 0.718478659117077 0.95117788883938 "protein_coding" "exd" NA
"FBgn0000615" 0.308600060476577 0.707579532893348 "protein_coding" "exu" NA
"FBgn0000617" 0.934671328991768 0.999487308163372 "protein_coding" "e(y)1" NA
"FBgn0000618" 0.84426814546073 0.983966118883379 "protein_coding" "e(y)2" NA
"FBgn0000629" 0.49156731757002 0.851425562559698 "protein_coding" "E(z)" NA
"FBgn0000633" 0.301980300588279 0.701096017835236 "protein_coding" "CG17716" NA
"FBgn0000635" 0.0142322529710042 0.104449526765828 "protein_coding" "Fas2" NA
"FBgn0000636" 0.348773666884765 0.744110043324362 "protein_coding" "Fas3" NA
"FBgn0000640" 0.434728086525845 0.816421508201804 "protein_coding" "Fbp2" NA
"FBgn0000644" 0.695159196748175 0.946849463051325 "protein_coding" "Fcp3C" NA
"FBgn0000659" 0.140532653136125 0.47644103288321 "protein_coding" "fkh" NA
"FBgn0000662" 0.92663910821935 0.999487308163372 "protein_coding" "fl(2)d" NA
"FBgn0000667" 0.891156734027776 0.993342706196294 "protein_coding" "Actn" NA
"FBgn0000709" 0.949061678163584 0.999487308163372 "protein_coding" "fliI" NA
"FBgn0000711" 0.768319044484339 0.965318184183113 "protein_coding" "flw" NA
"FBgn0000719" 0.142942301949725 0.480506045784844 "protein_coding" "fog" NA
"FBgn0000721" 0.920656624391033 0.999487308163372 "protein_coding" "for" NA
"FBgn0000723" 0.413361431471207 0.800414260254619 "protein_coding" "FER" NA
"FBgn0000810" 0.283368740160761 0.676612381596918 "protein_coding" "fs(1)K10" NA
"FBgn0000927" 0.021387191186701 0.141902316127635 "protein_coding" "fs(1)Ya" NA
"FBgn0000996" 0.742245695537971 0.957812268478221 "protein_coding" "dup" NA
"FBgn0001075" 0.357599750563546 0.750673805403635 "protein_coding" "ft" NA
"FBgn0001078" 0.0949668584743017 0.378426630558608 "protein_coding" "ftz-f1" NA
"FBgn0001079" 0.645642113259257 0.926254023162556 "protein_coding" "fu" NA
"FBgn0001084" 0.937060022666409 0.999487308163372 "protein_coding" "fy" NA
"FBgn0001085" 0.487484252901891 0.850046539142817 "protein_coding" "fz" NA
"FBgn0001086" 0.00410967000591876 0.0425299972410151 "protein_coding" "fzy" 1
"FBgn0001087" 0.525938911800389 0.872790477537078 "protein_coding" "g" NA
"FBgn0001089" 1.99402336382238e-05 0.000546169248427019 "protein_coding" "Gal" 6
"FBgn0001090" 0.886464339926323 0.993071308384631 "protein_coding" "bnb" NA
"FBgn0001091" 0.674358793907292 0.94015160159871 "protein_coding" "Gapdh1" NA
"FBgn0001092" 0.5303297053919 0.874093911818572 "protein_coding" "Gapdh2" NA
"FBgn0001098" 0.0128688354717084 0.0975087656376761 "protein_coding" "Gdh" 6
"FBgn0001099" 0.372990702422012 0.764041842620455 "protein_coding" "gdl" NA
"FBgn0001104" 0.0541121931020318 0.269113768007813 "protein_coding" "Galphai" NA
"FBgn0001105" 0.24213757197796 0.628825126146976 "protein_coding" "Gbeta13F" NA
"FBgn0001108" 0.375418787680168 0.766223396014118 "protein_coding" "DCTN1-p150" NA
"FBgn0001112" 0.0154185112444842 0.111036379853537 "protein_coding" "Gld" NA
"FBgn0001114" 0.0469083994977313 0.245764224943427 "protein_coding" "Glt" NA
"FBgn0001122" 0.377838204653073 0.767167159352617 "protein_coding" "Galphao" NA
"FBgn0001123" 0.806500816097484 0.976038133453541 "protein_coding" "Galphas" NA
"FBgn0001124" 1.39565904810078e-07 7.29231852632659e-06 "protein_coding" "Got1" 7
"FBgn0001125" 0.472814103759043 0.840708895424891 "protein_coding" "Got2" NA
"FBgn0001128" 0.124671948130684 0.443103922117706 "protein_coding" "Gpdh1" NA
"FBgn0001133" 0.591371035680029 0.903050787827971 "protein_coding" "grau" NA
"FBgn0001134" 0.292363264600814 0.687568597326866 "protein_coding" "Grd" NA
"FBgn0001137" 0.399518080775143 0.788583001075546 "protein_coding" "grk" NA
"FBgn0001139" 0.826609071561953 0.979091935044039 "protein_coding" "gro" NA
"FBgn0001142" 3.579686064745e-09 2.79797575824865e-07 "protein_coding" "Gs1" 4
"FBgn0001145" 0.000190989475439352 0.00366763552372102 "protein_coding" "Gs2" 5
"FBgn0001149" 0.000210468347867173 0.00399101123549309 "protein_coding" "GstD1" 2
"FBgn0001168" 0.83891120761225 0.982872348464512 "protein_coding" "h" NA
"FBgn0001169" 0.974784623278205 0.999487308163372 "protein_coding" "H" NA
"FBgn0001170" 0.0718937007804102 0.323437547638214 "protein_coding" "H2.0" NA
"FBgn0001179" 0.12157352869409 0.436285145526308 "protein_coding" "hay" NA
"FBgn0001180" 0.249033846455548 0.639992354938156 "protein_coding" "hb" NA
"FBgn0001185" 0.376532549440393 0.766458592064353 "protein_coding" "her" NA
"FBgn0001186" 0.435437744997708 0.816692164324049 "protein_coding" "Hex-A" NA
"FBgn0001187" 0.0401568188933127 0.2211825707456 "protein_coding" "Hex-C" NA
"FBgn0001189" 0.256763709881724 0.648247454517566 "protein_coding" "hfw" NA
"FBgn0001197" 0.0209308249827465 0.139355229490391 "protein_coding" "His2Av" NA
"FBgn0001202" 0.769526253383951 0.965699699782444 "protein_coding" "hook" NA
"FBgn0001206" 0.542956319393088 0.88073789035171 "protein_coding" "Hmr" NA
"FBgn0001208" 0.0249417757424372 0.157239496385437 "protein_coding" "Hn" NA
"FBgn0001215" 0.595547508800105 0.904495778821936 "protein_coding" "Hrb98DE" NA
"FBgn0001216" 0.593871761197548 0.903971360378915 "protein_coding" "Hsc70-1" NA
"FBgn0001217" 0.165381170030689 0.521474112389321 "protein_coding" "Hsc70-2" NA
"FBgn0001218" 0.368634188794886 0.759222170324343 "protein_coding" "Hsc70-3" NA
"FBgn0001220" 0.653415284113762 0.930519114423005 "protein_coding" "Hsc70-5" NA
"FBgn0001222" 0.542303888317843 0.880396754861153 "protein_coding" "Hsf" NA
"FBgn0001223" 0.781751892776988 0.969037453306575 "protein_coding" "Hsp22" NA
"FBgn0001224" 0.537473974946113 0.87842784668554 "protein_coding" "Hsp23" NA
"FBgn0001225" 0.867265995985097 0.988253559962158 "protein_coding" "Hsp26" NA
"FBgn0001226" 0.545149932898085 0.881772543592323 "protein_coding" "Hsp27" NA
"FBgn0001229" 0.826310121061844 0.979091935044039 "protein_coding" "Hsp67Bc" NA
"FBgn0001230" 0.565374867418642 0.893187732130242 "protein_coding" "Hsp68" NA
"FBgn0001233" 0.0883099488916837 0.365480778581424 "protein_coding" "Hsp83" NA
"FBgn0001234" 0.590725679432811 0.903050787827971 "ncRNA" "lncRNA:Hsromega" NA
"FBgn0001235" 0.284964700300748 0.677963530980299 "protein_coding" "hth" NA
"FBgn0001247" 0.735623555415686 0.954196340790743 "protein_coding" "Ide" NA
"FBgn0001248" 0.0127245904741834 0.0967833962174045 "protein_coding" "Idh" 6
"FBgn0001250" 0.0609569073435038 0.289545309881643 "protein_coding" "if" NA
"FBgn0001255" 0.901997681904688 0.994610547707426 "protein_coding" "ImpE3" NA
"FBgn0001257" 0.011454111594091 0.0898937378494619 "protein_coding" "ImpL2" 1
"FBgn0001258" 0.461008476344738 0.83332793927566 "protein_coding" "Ldh" NA
"FBgn0001259" 0.651712747630737 0.930161276086981 "protein_coding" "in" NA
"FBgn0001276" 0.597966107895072 0.906615070383729 "protein_coding" "ix" NA
"FBgn0001280" 0.778365830554223 0.968677188009651 "protein_coding" "janA" NA
"FBgn0001285" 6.2294001646683e-05 0.00145180541575088 "protein_coding" "Jon44E" 3
"FBgn0001291" 0.231380169322985 0.616164186166948 "protein_coding" "Jra" NA
"FBgn0001296" 0.0398104547853435 0.220176132756379 "protein_coding" "kar" NA
"FBgn0001297" 0.39298470272162 0.780616352695544 "protein_coding" "kay" NA
"FBgn0001301" 0.0627161979226304 0.29502719897753 "protein_coding" "kel" NA
"FBgn0001308" 0.559629258072765 0.889962775573691 "protein_coding" "Khc" NA
"FBgn0001316" 0.801874959205741 0.975513495098821 "protein_coding" "klar" NA
"FBgn0001320" 0.015785284400567 0.113195103222515 "protein_coding" "kni" NA
"FBgn0001321" 0.697633838924262 0.947083014711127 "protein_coding" "knk" NA
"FBgn0001323" 0.361194498850426 0.753731725129446 "protein_coding" "knrl" NA
"FBgn0001324" 0.941330220349695 0.999487308163372 "protein_coding" "kto" NA
"FBgn0001330" 0.0117136369680052 0.0912600533309576 "protein_coding" "kz" 6
"FBgn0001341" 0.324345353697218 0.724838733250826 "protein_coding" "Mybbp1A" NA
"FBgn0001404" 0.617504316255625 0.914321037499088 "protein_coding" "egh" NA
"FBgn0001491" 0.768178471043018 0.965318184183113 "protein_coding" "l(1)10Bb" NA
"FBgn0001565" 0.736123840659999 0.954196340790743 "protein_coding" "Hlc" NA
"FBgn0001612" 4.6524727601929e-06 0.000152139024205764 "protein_coding" "Grip91" 6
"FBgn0001624" 0.271283402003752 0.666867457648702 "protein_coding" "dlg1" NA
"FBgn0001941" 0.706266767766337 0.948612868394112 "protein_coding" "ifc" NA
"FBgn0001942" 9.36403155127869e-05 0.00204604089395439 "protein_coding" "eIF4A" 4
"FBgn0001961" 0.0287708915116833 0.174183470398818 "protein_coding" "Arpc1" NA
"FBgn0001965" 0.90568008243492 0.996100341038957 "protein_coding" "Sos" NA
"FBgn0001970" 0.571127923334382 0.894931248680156 "protein_coding" "Pgant35A" NA
"FBgn0001977" 0.924197144748871 0.999487308163372 "protein_coding" "CIAPIN1" NA
"FBgn0001978" 0.836473704572004 0.982374127968644 "protein_coding" "stc" NA
"FBgn0001981" 0.0571028959916521 0.277968223829743 "protein_coding" "esg" NA
"FBgn0001986" 0.228592572547262 0.613580490651391 "protein_coding" "Mtr4" NA
"FBgn0001987" 0.324051568858085 0.724621034536282 "protein_coding" "Gli" NA
"FBgn0001989" 0.929565424403035 0.999487308163372 "protein_coding" "ND-B17" NA
"FBgn0001990" 0.610043948529373 0.909268298776823 "protein_coding" "wek" NA
"FBgn0001991" 0.371457481935263 0.763440293216495 "protein_coding" "Ca-alpha1D" NA
"FBgn0001992" 0.23053223389891 0.615307300584154 "protein_coding" "Cyp303a1" NA
"FBgn0001994" 0.551373489032603 0.886586823785359 "protein_coding" "crp" NA
"FBgn0001995" 0.732276399814621 0.953919026623799 "protein_coding" "mRpL4" NA
"FBgn0002021" 0.851421538276911 0.985685537603856 "protein_coding" "l(2)37Bb" NA
"FBgn0002022" 0.510618260862177 0.864123210689837 "protein_coding" "Catsup" NA
"FBgn0002023" 0.235869468971673 0.621541816997051 "protein_coding" "Lim3" NA
"FBgn0002031" 0.52944930566791 0.873412445884894 "protein_coding" "l(2)37Cc" NA
"FBgn0002036" 0.0241687340235733 0.154699206992433 "protein_coding" "CG10561" NA
"FBgn0002044" 0.337885548121878 0.735797610075444 "protein_coding" "swm" NA
"FBgn0002069" 0.825507026260139 0.979091935044039 "protein_coding" "AspRS" NA
"FBgn0002121" 0.100888662101679 0.390633748467796 "protein_coding" "l(2)gl" NA
"FBgn0002174" 0.000171132586551937 0.0033853265166879 "protein_coding" "CG5504" 7
"FBgn0002183" 0.313268277543723 0.712594029848298 "protein_coding" "dre4" NA
"FBgn0002283" 0.383175938365882 0.771291490481194 "protein_coding" "l(3)73Ah" NA
"FBgn0002284" 0.354303473570598 0.748501371786165 "protein_coding" "Prosbeta6" NA
"FBgn0002306" 0.872567852563548 0.989486592892893 "protein_coding" "sas" NA
"FBgn0002354" 0.629764116596845 0.919282404569516 "protein_coding" "l(3)87Df" NA
"FBgn0002413" 0.406268476225472 0.794682630810109 "protein_coding" "dco" NA
"FBgn0002431" 0.879771989035819 0.990576169891306 "protein_coding" "hyd" NA
"FBgn0002441" 0.263975742092862 0.657297013746946 "protein_coding" "l(3)mbt" NA
"FBgn0002466" 6.52384242715396e-07 2.75088689011659e-05 "protein_coding" "sti" 1
"FBgn0002521" 0.943490618559214 0.999487308163372 "protein_coding" "pho" NA
"FBgn0002522" 0.0240740126725462 0.15429837188924 "protein_coding" "lab" NA
"FBgn0002524" 0.364652038823908 0.756204637888925 "protein_coding" "lace" NA
"FBgn0002525" 0.851305140362279 0.985685537603856 "protein_coding" "Lam" NA
"FBgn0002526" 0.0069738498085873 0.0631323842370606 "protein_coding" "LanA" 1
"FBgn0002531" 1.90616367629927e-44 2.61797965484873e-41 "protein_coding" "Lcp1" 3
"FBgn0002542" 0.587830070079784 0.901768500125964 "protein_coding" "lds" NA
"FBgn0002543" 0.000776937056294681 0.0117444541811589 "protein_coding" "robo2" 7
"FBgn0002552" 0.661514261327948 0.933682107338278 "protein_coding" "lin" NA
"FBgn0002564" 6.44478227854462e-05 0.00147524135299829 "protein_coding" "Lsp1gamma" 3
"FBgn0002565" 0.000338069129568143 0.0058880373399785 "protein_coding" "Lsp2" 6
"FBgn0002566" 0.984096397628134 0.999487308163372 "protein_coding" "lt" NA
"FBgn0002567" 0.00866514287979485 0.07389294193328 "protein_coding" "Rab32" 4
"FBgn0002569" 0.133767749201074 0.46177491591351 "protein_coding" "Mal-A2" NA
"FBgn0002570" 0.0306573371255232 0.182501324535467 "protein_coding" "Mal-A1" NA
"FBgn0002571" 0.0139284045722023 0.10247873312574 "protein_coding" "Mal-A3" NA
"FBgn0002578" 0.0905951605290441 0.37089712808327 "protein_coding" "Kaz-m1" NA
"FBgn0002579" 0.250347256148554 0.641823605496586 "protein_coding" "RpL36" NA
"FBgn0002590" 0.0305796405514708 0.182264515971382 "protein_coding" "RpS5a" NA
"FBgn0002593" 0.0977901471044174 0.383579956859188 "protein_coding" "RpLP1" NA
"FBgn0002609" 3.31459336071653e-06 0.000117588562988667 "protein_coding" "E(spl)m3-HLH" 1
"FBgn0002622" 0.353655460737901 0.748249031587628 "protein_coding" "RpS3" NA
"FBgn0002626" 0.191007375445635 0.56260567020047 "protein_coding" "RpL32" NA
"FBgn0002632" 0.52415690862643 0.871106695414524 "protein_coding" "E(spl)m6-BFM" NA
"FBgn0002638" 0.113653639147708 0.419488408298386 "protein_coding" "Rcc1" NA
"FBgn0002641" 0.576809319551161 0.89565320996136 "protein_coding" "mal" NA
"FBgn0002643" 0.523474093502724 0.871106695414524 "protein_coding" "mam" NA
"FBgn0002645" 0.000353778418531662 0.00608448249689337 "protein_coding" "Map205" 1
"FBgn0002673" 0.367109891797948 0.758366631553988 "protein_coding" "twe" NA
"FBgn0002707" 0.662653602548551 0.933682107338278 "protein_coding" "mei-9" NA
"FBgn0002709" 0.93828048627106 0.999487308163372 "protein_coding" "mei-218" NA
"FBgn0002715" 0.706120293660993 0.948612868394112 "protein_coding" "mei-S332" NA
"FBgn0002716" 0.522553507071807 0.871106695414524 "protein_coding" "mei-W68" NA
"FBgn0002719" 0.000216399138100626 0.00406340100331918 "protein_coding" "Men" 2
"FBgn0002723" 0.859340453960383 0.985685537603856 "protein_coding" "Met" NA
"FBgn0002732" 5.76708540050063e-06 0.000181786095214469 "protein_coding" "E(spl)malpha-BFM" 7
"FBgn0002733" 9.86042670708916e-05 0.00213509329644043 "protein_coding" "E(spl)mbeta-HLH" 7
"FBgn0002736" 0.178201589900215 0.541647197376118 "protein_coding" "mago" NA
"FBgn0002772" 0.184917240697089 0.551596137779031 "protein_coding" "Mlc1" NA
"FBgn0002773" 0.417633715397494 0.803669043200861 "protein_coding" "Mlc2" NA
"FBgn0002774" 0.784313284477594 0.96998289783732 "protein_coding" "mle" NA
"FBgn0002775" 0.749159014022127 0.960300998802874 "protein_coding" "msl-3" NA
"FBgn0002778" 0.641907410853941 0.924032675534407 "protein_coding" "mnd" NA
"FBgn0002780" 0.620131949156044 0.914951595397386 "protein_coding" "mod" NA
"FBgn0002781" 0.795062698111202 0.97287384394658 "protein_coding" "mod(mdg4)" NA
"FBgn0002783" 0.701246943589206 0.947083014711127 "protein_coding" "mor" NA
"FBgn0002787" 0.626897134312238 0.91825264219487 "protein_coding" "Rpn8" NA
"FBgn0002789" 0.543287159734993 0.880770265824879 "protein_coding" "Mp20" NA
