"pvalue" "padj" "gene_biotype" "external_gene_name" "Cluster"
"FBgn0000316" 0.58970378208111 0.999779224862744 "protein_coding" "cin" NA
"FBgn0000317" 0.433100967495324 0.999779224862744 "protein_coding" "ck" NA
"FBgn0000318" 0.726851370415936 0.999779224862744 "protein_coding" "cl" NA
"FBgn0000319" 0.754505822422917 0.999779224862744 "protein_coding" "Chc" NA
"FBgn0000326" 0.246306476386319 0.972700860051464 "protein_coding" "clt" NA
"FBgn0000330" 0.809115069589208 0.999779224862744 "protein_coding" "cm" NA
"FBgn0000339" 0.846778475048153 0.999779224862744 "protein_coding" "cni" NA
"FBgn0000346" 0.814151241726685 0.999779224862744 "protein_coding" "comt" NA
"FBgn0000352" 0.927636627557848 0.999779224862744 "protein_coding" "cos" NA
"FBgn0000355" 0.389845161456715 0.999779224862744 "protein_coding" "Cp15" NA
"FBgn0000357" 0.0139532072924131 0.237031652376249 "protein_coding" "Cp18" NA
"FBgn0000359" 0.321897221793644 0.999779224862744 "protein_coding" "Cp36" NA
"FBgn0000360" 0.106091946067054 0.729267447632902 "protein_coding" "Cp38" NA
"FBgn0000370" 0.337955540683912 0.999779224862744 "protein_coding" "crc" NA
"FBgn0000376" 0.757767152865419 0.999779224862744 "protein_coding" "crm" NA
"FBgn0000377" 0.604201463925333 0.999779224862744 "protein_coding" "crn" NA
"FBgn0000382" 0.506102710705108 0.999779224862744 "protein_coding" "csw" NA
"FBgn0000384" 0.865823503619943 0.999779224862744 "protein_coding" "cta" NA
"FBgn0000392" 0.47150337810992 0.999779224862744 "protein_coding" "cup" NA
"FBgn0000394" 0.436830150499428 0.999779224862744 "protein_coding" "cv" NA
"FBgn0000395" 0.65846972691914 0.999779224862744 "protein_coding" "cv-2" NA
"FBgn0000404" 0.484710619142052 0.999779224862744 "protein_coding" "CycA" NA
"FBgn0000405" 0.611550938989673 0.999779224862744 "protein_coding" "CycB" NA
"FBgn0000406" 0.660145697509919 0.999779224862744 "protein_coding" "Cyt-b5-r" NA
"FBgn0000412" 0.901460448384357 0.999779224862744 "protein_coding" "D1" NA
"FBgn0000414" 0.350217097250856 0.999779224862744 "protein_coding" "Dab" NA
"FBgn0000416" 0.89058294118918 0.999779224862744 "protein_coding" "Sap-r" NA
"FBgn0000422" 0.0743584404240028 0.610515236261402 "protein_coding" "Ddc" NA
"FBgn0000426" 0.693152649229321 0.999779224862744 "protein_coding" "SmF" NA
"FBgn0000442" 0.572719196503453 0.999779224862744 "protein_coding" "Pkg21D" NA
"FBgn0000447" 0.855776555610562 0.999779224862744 "protein_coding" "Dhod" NA
"FBgn0000448" 0.625307499843298 0.999779224862744 "protein_coding" "Hr3" NA
"FBgn0000451" 0.149569169582043 0.830766718546556 "protein_coding" "ect" NA
"FBgn0000454" 0.847928296842415 0.999779224862744 "protein_coding" "Dip-B" NA
"FBgn0000455" 0.178190923515688 0.89102072957697 "protein_coding" "Dip-C" NA
"FBgn0000459" 0.983058145555016 0.999779224862744 "protein_coding" "disco" NA
"FBgn0000463" 0.0814596642878676 0.6362152719962 "protein_coding" "Dl" NA
"FBgn0000464" 0.837305104666885 0.999779224862744 "protein_coding" "Lar" NA
"FBgn0000473" 0.373110306328362 0.999779224862744 "protein_coding" "Cyp6a2" NA
"FBgn0000477" 0.00789761454945328 0.16162325041717 "protein_coding" "DNaseII" NA
"FBgn0000479" 0.768807935031747 0.999779224862744 "protein_coding" "dnc" NA
"FBgn0000482" 0.864561856215848 0.999779224862744 "protein_coding" "dor" NA
"FBgn0000489" 0.541194377172607 0.999779224862744 "protein_coding" "Pka-C3" NA
"FBgn0000490" 0.50968061003616 0.999779224862744 "protein_coding" "dpp" NA
"FBgn0000499" 0.875157939778015 0.999779224862744 "protein_coding" "dsh" NA
"FBgn0000504" 0.66130717572413 0.999779224862744 "protein_coding" "dsx" NA
"FBgn0000520" 0.975624688825843 0.999779224862744 "protein_coding" "dwg" NA
"FBgn0000524" 0.453435415321574 0.999779224862744 "protein_coding" "dx" NA
"FBgn0000533" 0.880393669055259 0.999779224862744 "protein_coding" "ea" NA
"FBgn0000536" 0.618135189871792 0.999779224862744 "protein_coding" "eas" NA
"FBgn0000541" 0.909532849353573 0.999779224862744 "protein_coding" "E(bx)" NA
"FBgn0000542" 0.5092498234295 0.999779224862744 "protein_coding" "ec" NA
"FBgn0000543" 0.152769497756866 0.838878608219851 "protein_coding" "ecd" NA
"FBgn0000546" 0.962661662149781 0.999779224862744 "protein_coding" "EcR" NA
"FBgn0000547" 0.52732817764076 0.999779224862744 "protein_coding" "ed" NA
"FBgn0000557" 0.642221072942998 0.999779224862744 "protein_coding" "eEF1alpha2" NA
"FBgn0000559" 0.0199626728013645 0.295226091752691 "protein_coding" "eEF2" NA
"FBgn0000562" 0.85621152841008 0.999779224862744 "protein_coding" "egl" NA
"FBgn0000565" 0.047285494983259 0.481279088917625 "protein_coding" "MsrA" NA
"FBgn0000566" 0.854903571451064 0.999779224862744 "protein_coding" "Eip55E" NA
"FBgn0000567" 0.294286704797248 0.999779224862744 "protein_coding" "Eip74EF" NA
"FBgn0000568" 0.122300629173794 0.771249302766148 "protein_coding" "Eip75B" NA
"FBgn0000575" 0.458936647403158 0.999779224862744 "protein_coding" "emc" NA
"FBgn0000578" 0.751413685720322 0.999779224862744 "protein_coding" "ena" NA
"FBgn0000579" 0.298794573980832 0.999779224862744 "protein_coding" "Eno" NA
"FBgn0000581" 0.487312175755913 0.999779224862744 "protein_coding" "E(Pc)" NA
"FBgn0000588" 0.15503789541627 0.842422864058661 "protein_coding" "esc" NA
"FBgn0000592" 0.153417502356022 0.839989268461551 "protein_coding" "Est-6" NA
"FBgn0000611" 0.500867954081577 0.999779224862744 "protein_coding" "exd" NA
"FBgn0000615" 0.819436491963809 0.999779224862744 "protein_coding" "exu" NA
"FBgn0000617" 0.79475339619183 0.999779224862744 "protein_coding" "e(y)1" NA
"FBgn0000618" 0.605967924860465 0.999779224862744 "protein_coding" "e(y)2" NA
"FBgn0000625" 0.164432754605015 0.861691357952888 "protein_coding" "eyg" NA
"FBgn0000629" 0.385813659367962 0.999779224862744 "protein_coding" "E(z)" NA
"FBgn0000633" 0.294455804684965 0.999779224862744 "protein_coding" "CG17716" NA
"FBgn0000635" 0.113149824161184 0.747942157230748 "protein_coding" "Fas2" NA
"FBgn0000636" 0.908848896756346 0.999779224862744 "protein_coding" "Fas3" NA
"FBgn0000640" 0.248467419163583 0.976572599972181 "protein_coding" "Fbp2" NA
"FBgn0000644" 0.439744102385485 0.999779224862744 "protein_coding" "Fcp3C" NA
"FBgn0000659" 0.538397280258796 0.999779224862744 "protein_coding" "fkh" NA
"FBgn0000662" 0.664353857533863 0.999779224862744 "protein_coding" "fl(2)d" NA
"FBgn0000667" 0.880356221541784 0.999779224862744 "protein_coding" "Actn" NA
"FBgn0000709" 0.722502256613627 0.999779224862744 "protein_coding" "fliI" NA
"FBgn0000711" 0.462121213632725 0.999779224862744 "protein_coding" "flw" NA
"FBgn0000719" 0.936404087282708 0.999779224862744 "protein_coding" "fog" NA
"FBgn0000721" 0.772618340093189 0.999779224862744 "protein_coding" "for" NA
"FBgn0000723" 0.109877692853108 0.737922981450633 "protein_coding" "FER" NA
"FBgn0000810" 0.833137912296174 0.999779224862744 "protein_coding" "fs(1)K10" NA
"FBgn0000927" 0.27127713039399 0.999779224862744 "protein_coding" "fs(1)Ya" NA
"FBgn0000996" 0.862638445704184 0.999779224862744 "protein_coding" "dup" NA
"FBgn0001075" 0.279171959686415 0.999779224862744 "protein_coding" "ft" NA
"FBgn0001078" 0.0346975367518802 0.408035065445838 "protein_coding" "ftz-f1" NA
"FBgn0001079" 0.530825489514104 0.999779224862744 "protein_coding" "fu" NA
"FBgn0001084" 0.445147896905429 0.999779224862744 "protein_coding" "fy" NA
"FBgn0001085" 0.511168191397055 0.999779224862744 "protein_coding" "fz" NA
"FBgn0001086" 0.872189406894558 0.999779224862744 "protein_coding" "fzy" NA
"FBgn0001087" 0.960981707997002 0.999779224862744 "protein_coding" "g" NA
"FBgn0001089" 0.526053231198713 0.999779224862744 "protein_coding" "Gal" NA
"FBgn0001090" 0.11369828037134 0.750017934710739 "protein_coding" "bnb" NA
"FBgn0001091" 0.543579744351737 0.999779224862744 "protein_coding" "Gapdh1" NA
"FBgn0001092" 0.513701899198879 0.999779224862744 "protein_coding" "Gapdh2" NA
"FBgn0001098" 0.760942794500783 0.999779224862744 "protein_coding" "Gdh" NA
"FBgn0001099" 0.350189857509979 0.999779224862744 "protein_coding" "gdl" NA
"FBgn0001104" 0.952518467837734 0.999779224862744 "protein_coding" "Galphai" NA
"FBgn0001105" 0.252776499489717 0.980356153331511 "protein_coding" "Gbeta13F" NA
"FBgn0001108" 0.645651456732718 0.999779224862744 "protein_coding" "DCTN1-p150" NA
"FBgn0001112" 0.245237767254565 0.972700860051464 "protein_coding" "Gld" NA
"FBgn0001114" 0.0418994311098912 0.453894740172389 "protein_coding" "Glt" NA
"FBgn0001122" 0.960901666735924 0.999779224862744 "protein_coding" "Galphao" NA
"FBgn0001123" 0.69083939810703 0.999779224862744 "protein_coding" "Galphas" NA
"FBgn0001124" 0.698450584091675 0.999779224862744 "protein_coding" "Got1" NA
"FBgn0001125" 0.600863628598704 0.999779224862744 "protein_coding" "Got2" NA
"FBgn0001128" 0.0307939231269124 0.383198032756404 "protein_coding" "Gpdh1" NA
"FBgn0001133" 0.44528602803596 0.999779224862744 "protein_coding" "grau" NA
"FBgn0001134" 0.35882617969025 0.999779224862744 "protein_coding" "Grd" NA
"FBgn0001137" 0.836316972737359 0.999779224862744 "protein_coding" "grk" NA
"FBgn0001139" 0.644027020041487 0.999779224862744 "protein_coding" "gro" NA
"FBgn0001142" 0.62500423200774 0.999779224862744 "protein_coding" "Gs1" NA
"FBgn0001145" 0.01229459184232 0.218121058230291 "protein_coding" "Gs2" NA
"FBgn0001149" 0.0208156837289338 0.304556299436444 "protein_coding" "GstD1" NA
"FBgn0001168" 0.968788468496115 0.999779224862744 "protein_coding" "h" NA
"FBgn0001169" 0.980848061859404 0.999779224862744 "protein_coding" "H" NA
"FBgn0001170" 0.757530651610258 0.999779224862744 "protein_coding" "H2.0" NA
"FBgn0001179" 0.464109869540267 0.999779224862744 "protein_coding" "hay" NA
"FBgn0001180" 0.505738283367361 0.999779224862744 "protein_coding" "hb" NA
"FBgn0001185" 0.39009151198781 0.999779224862744 "protein_coding" "her" NA
"FBgn0001186" 0.162469234262569 0.857973462034022 "protein_coding" "Hex-A" NA
"FBgn0001187" 0.0264295160232635 0.351518668073264 "protein_coding" "Hex-C" NA
"FBgn0001189" 0.241999375513115 0.970115446683525 "protein_coding" "hfw" NA
"FBgn0001197" 0.803242245381438 0.999779224862744 "protein_coding" "His2Av" NA
"FBgn0001202" 0.878150912375367 0.999779224862744 "protein_coding" "hook" NA
"FBgn0001206" 0.33600960225413 0.999779224862744 "protein_coding" "Hmr" NA
"FBgn0001208" 0.218205159122825 0.942140120132491 "protein_coding" "Hn" NA
"FBgn0001215" 0.415059238808429 0.999779224862744 "protein_coding" "Hrb98DE" NA
"FBgn0001216" 0.878636252769744 0.999779224862744 "protein_coding" "Hsc70-1" NA
"FBgn0001217" 0.537577957208992 0.999779224862744 "protein_coding" "Hsc70-2" NA
"FBgn0001218" 0.575913502919519 0.999779224862744 "protein_coding" "Hsc70-3" NA
"FBgn0001220" 0.673471174833339 0.999779224862744 "protein_coding" "Hsc70-5" NA
"FBgn0001222" 0.936219507059391 0.999779224862744 "protein_coding" "Hsf" NA
"FBgn0001223" 0.772530143189685 0.999779224862744 "protein_coding" "Hsp22" NA
"FBgn0001224" 0.338278936163521 0.999779224862744 "protein_coding" "Hsp23" NA
"FBgn0001225" 0.875104541402442 0.999779224862744 "protein_coding" "Hsp26" NA
"FBgn0001226" 0.673447919214002 0.999779224862744 "protein_coding" "Hsp27" NA
"FBgn0001228" 0.191584408763305 0.908805067084511 "protein_coding" "CG4456" NA
"FBgn0001229" 0.465312986036053 0.999779224862744 "protein_coding" "Hsp67Bc" NA
"FBgn0001230" 0.12671327149835 0.781020070620241 "protein_coding" "Hsp68" NA
"FBgn0001233" 0.226331857060236 0.947667330254873 "protein_coding" "Hsp83" NA
"FBgn0001234" 0.866025367797855 0.999779224862744 "ncRNA" "lncRNA:Hsromega" NA
"FBgn0001235" 0.191671898703349 0.908805067084511 "protein_coding" "hth" NA
"FBgn0001247" 0.519597056092022 0.999779224862744 "protein_coding" "Ide" NA
"FBgn0001248" 0.76474129253035 0.999779224862744 "protein_coding" "Idh" NA
"FBgn0001250" 0.160543630726248 0.849916032934657 "protein_coding" "if" NA
"FBgn0001255" 0.99712329574068 0.999779224862744 "protein_coding" "ImpE3" NA
"FBgn0001257" 0.0534254242158113 0.514836567894937 "protein_coding" "ImpL2" NA
"FBgn0001258" 0.106569119482008 0.731129670327599 "protein_coding" "Ldh" NA
"FBgn0001259" 0.498559631970379 0.999779224862744 "protein_coding" "in" NA
"FBgn0001276" 0.80467208750495 0.999779224862744 "protein_coding" "ix" NA
"FBgn0001280" 0.45819181839722 0.999779224862744 "protein_coding" "janA" NA
"FBgn0001285" 7.97138749184146e-12 2.06782100396471e-09 "protein_coding" "Jon44E" 1
"FBgn0001291" 0.644772359351877 0.999779224862744 "protein_coding" "Jra" NA
"FBgn0001296" 0.444931634226667 0.999779224862744 "protein_coding" "kar" NA
"FBgn0001297" 0.574384846221139 0.999779224862744 "protein_coding" "kay" NA
"FBgn0001301" 0.0577463928848557 0.535507129380526 "protein_coding" "kel" NA
"FBgn0001308" 0.860359362463155 0.999779224862744 "protein_coding" "Khc" NA
"FBgn0001316" 0.466171893875032 0.999779224862744 "protein_coding" "klar" NA
"FBgn0001320" 0.718395266622182 0.999779224862744 "protein_coding" "kni" NA
"FBgn0001321" 0.832788113509374 0.999779224862744 "protein_coding" "knk" NA
"FBgn0001323" 0.805960955082314 0.999779224862744 "protein_coding" "knrl" NA
"FBgn0001324" 0.816090687527945 0.999779224862744 "protein_coding" "kto" NA
"FBgn0001330" 0.573051503209733 0.999779224862744 "protein_coding" "kz" NA
"FBgn0001341" 0.907676521829277 0.999779224862744 "protein_coding" "Mybbp1A" NA
"FBgn0001404" 0.491195185023038 0.999779224862744 "protein_coding" "egh" NA
"FBgn0001491" 0.603552941755978 0.999779224862744 "protein_coding" "l(1)10Bb" NA
"FBgn0001565" 0.778980905564718 0.999779224862744 "protein_coding" "Hlc" NA
"FBgn0001612" 0.00277873339327376 0.0734718542937783 "protein_coding" "Grip91" 1
"FBgn0001624" 0.208392938742481 0.930001559862505 "protein_coding" "dlg1" NA
"FBgn0001941" 0.843807949461649 0.999779224862744 "protein_coding" "ifc" NA
"FBgn0001942" 0.0234212681053581 0.324963587026256 "protein_coding" "eIF4A" NA
"FBgn0001961" 0.573560139830525 0.999779224862744 "protein_coding" "Arpc1" NA
"FBgn0001965" 0.596699903429301 0.999779224862744 "protein_coding" "Sos" NA
"FBgn0001970" 0.975063973386218 0.999779224862744 "protein_coding" "Pgant35A" NA
"FBgn0001977" 0.711198528226122 0.999779224862744 "protein_coding" "CIAPIN1" NA
"FBgn0001978" 0.735478322598622 0.999779224862744 "protein_coding" "stc" NA
"FBgn0001981" 0.564870799451373 0.999779224862744 "protein_coding" "esg" NA
"FBgn0001986" 0.381481406097165 0.999779224862744 "protein_coding" "Mtr4" NA
"FBgn0001987" 0.218216170074393 0.942140120132491 "protein_coding" "Gli" NA
"FBgn0001989" 0.73363635756043 0.999779224862744 "protein_coding" "ND-B17" NA
"FBgn0001990" 0.215423897782404 0.938326205186088 "protein_coding" "wek" NA
"FBgn0001991" 0.876254285113616 0.999779224862744 "protein_coding" "Ca-alpha1D" NA
"FBgn0001992" 0.61299543554797 0.999779224862744 "protein_coding" "Cyp303a1" NA
"FBgn0001994" 0.222616047412847 0.942140120132491 "protein_coding" "crp" NA
"FBgn0001995" 0.988047757873111 0.999779224862744 "protein_coding" "mRpL4" NA
"FBgn0002021" 0.990966683223206 0.999779224862744 "protein_coding" "l(2)37Bb" NA
"FBgn0002022" 0.914931309454218 0.999779224862744 "protein_coding" "Catsup" NA
"FBgn0002023" 0.467644899705805 0.999779224862744 "protein_coding" "Lim3" NA
"FBgn0002031" 0.869611307678438 0.999779224862744 "protein_coding" "l(2)37Cc" NA
"FBgn0002036" 0.240319633725443 0.96915455651126 "protein_coding" "CG10561" NA
"FBgn0002044" 0.837216723780646 0.999779224862744 "protein_coding" "swm" NA
"FBgn0002069" 0.400032596496809 0.999779224862744 "protein_coding" "AspRS" NA
"FBgn0002121" 0.19088941289789 0.908805067084511 "protein_coding" "l(2)gl" NA
"FBgn0002174" 0.541018983529691 0.999779224862744 "protein_coding" "CG5504" NA
"FBgn0002183" 0.604943964006843 0.999779224862744 "protein_coding" "dre4" NA
"FBgn0002283" 0.321490123534757 0.999779224862744 "protein_coding" "l(3)73Ah" NA
"FBgn0002284" 0.898430229846274 0.999779224862744 "protein_coding" "Prosbeta6" NA
"FBgn0002306" 0.589309192020166 0.999779224862744 "protein_coding" "sas" NA
"FBgn0002354" 0.409698955949512 0.999779224862744 "protein_coding" "l(3)87Df" NA
"FBgn0002413" 0.631827839950334 0.999779224862744 "protein_coding" "dco" NA
"FBgn0002431" 0.895684988733534 0.999779224862744 "protein_coding" "hyd" NA
"FBgn0002441" 0.81090901410488 0.999779224862744 "protein_coding" "l(3)mbt" NA
"FBgn0002466" 0.421090121904967 0.999779224862744 "protein_coding" "sti" NA
"FBgn0002521" 0.8360422081899 0.999779224862744 "protein_coding" "pho" NA
"FBgn0002522" 0.0330634213132477 0.398117415491287 "protein_coding" "lab" NA
"FBgn0002524" 0.312711377997151 0.999779224862744 "protein_coding" "lace" NA
"FBgn0002525" 0.565254771730983 0.999779224862744 "protein_coding" "Lam" NA
"FBgn0002526" 0.631995925029626 0.999779224862744 "protein_coding" "LanA" NA
"FBgn0002531" 7.13357341599768e-26 4.02753162627916e-23 "protein_coding" "Lcp1" 1
"FBgn0002542" 0.459014635229527 0.999779224862744 "protein_coding" "lds" NA
"FBgn0002543" 0.0642193864454035 0.568088955149812 "protein_coding" "robo2" NA
"FBgn0002552" 0.907785008125814 0.999779224862744 "protein_coding" "lin" NA
"FBgn0002564" 3.14458745604377e-07 3.77271880038851e-05 "protein_coding" "Lsp1gamma" 1
"FBgn0002565" 0.0585543480818411 0.540909175062089 "protein_coding" "Lsp2" NA
"FBgn0002566" 0.967651852003257 0.999779224862744 "protein_coding" "lt" NA
"FBgn0002567" 0.0538719302484066 0.516030725074059 "protein_coding" "Rab32" NA
"FBgn0002569" 0.407988472465035 0.999779224862744 "protein_coding" "Mal-A2" NA
"FBgn0002570" 0.709683130555158 0.999779224862744 "protein_coding" "Mal-A1" NA
"FBgn0002571" 0.341774227153312 0.999779224862744 "protein_coding" "Mal-A3" NA
"FBgn0002578" 0.00098934531909538 0.0346559721630564 "protein_coding" "Kaz-m1" NA
"FBgn0002579" 0.134144739320611 0.793830151048516 "protein_coding" "RpL36" NA
"FBgn0002590" 0.0359268000597869 0.414453638189705 "protein_coding" "RpS5a" NA
"FBgn0002593" 0.051197932072905 0.502922136075925 "protein_coding" "RpLP1" NA
"FBgn0002609" 0.603974288341158 0.999779224862744 "protein_coding" "E(spl)m3-HLH" NA
"FBgn0002622" 0.140425618171396 0.808521345656305 "protein_coding" "RpS3" NA
"FBgn0002626" 0.0751129570547489 0.612229259732925 "protein_coding" "RpL32" NA
"FBgn0002632" 0.172731398223953 0.879368501846101 "protein_coding" "E(spl)m6-BFM" NA
"FBgn0002638" 0.980898371724042 0.999779224862744 "protein_coding" "Rcc1" NA
"FBgn0002641" 0.109780992683225 0.737922981450633 "protein_coding" "mal" NA
"FBgn0002643" 0.532001234889732 0.999779224862744 "protein_coding" "mam" NA
"FBgn0002645" 0.14234219933595 0.811282915217607 "protein_coding" "Map205" NA
"FBgn0002673" 0.257214160274155 0.986707238333869 "protein_coding" "twe" NA
"FBgn0002707" 0.746683960078059 0.999779224862744 "protein_coding" "mei-9" NA
"FBgn0002709" 0.840582563051587 0.999779224862744 "protein_coding" "mei-218" NA
"FBgn0002715" 0.701789869765502 0.999779224862744 "protein_coding" "mei-S332" NA
"FBgn0002716" 0.70700323559266 0.999779224862744 "protein_coding" "mei-W68" NA
"FBgn0002719" 0.00292399454543937 0.0756766787182304 "protein_coding" "Men" NA
"FBgn0002723" 0.820317050264229 0.999779224862744 "protein_coding" "Met" NA
"FBgn0002732" 0.607355531556678 0.999779224862744 "protein_coding" "E(spl)malpha-BFM" NA
"FBgn0002733" 0.269138014862097 0.999779224862744 "protein_coding" "E(spl)mbeta-HLH" NA
"FBgn0002736" 0.514554107333375 0.999779224862744 "protein_coding" "mago" NA
"FBgn0002772" 0.451753862415534 0.999779224862744 "protein_coding" "Mlc1" NA
"FBgn0002773" 0.403928702315762 0.999779224862744 "protein_coding" "Mlc2" NA
"FBgn0002774" 0.514477689623253 0.999779224862744 "protein_coding" "mle" NA
"FBgn0002775" 0.710062459500695 0.999779224862744 "protein_coding" "msl-3" NA
"FBgn0002778" 0.36643404616083 0.999779224862744 "protein_coding" "mnd" NA
"FBgn0002780" 0.327405625073228 0.999779224862744 "protein_coding" "mod" NA
"FBgn0002781" 0.962806995437689 0.999779224862744 "protein_coding" "mod(mdg4)" NA
"FBgn0002783" 0.558702785076975 0.999779224862744 "protein_coding" "mor" NA
"FBgn0002787" 0.792003308726832 0.999779224862744 "protein_coding" "Rpn8" NA
